,Name,Latitude,Longitude,Earliest age in sample,Latest age in sample,Nearest hexagon,Nearest longitude,Nearest latitude,Adjacent cell count,Adjacent population,Product-based cell count,Product-based population,Gravity-based cell count,Gravity-based population
0,"Casota do Paramo, A Coruna, Spain",42.704644,-8.930863,5400,5400,5031,350.9371,42.453,13251,36033640,1,0,1,0
