h_long,h_lat,elev_mean
289.736296742861,-53.9135210625108,209.85393258427
289.778206783608,-54.8820657924807,319.805555555556
289.822521050943,-55.8499070129661,121.833333333333
37.1211663087651,27.9242363366202,1083.41428571429
38.2193753499385,27.189244802677,1039.65277777778
38.8937267568831,26.3340316940578,933.942028985507
39.5571976724798,25.4776796513945,958.838235294118
40.2099520212687,24.6210236653132,902.314285714286
40.8521776334521,23.7645042830153,934.463768115942
41.4842638298126,22.908432278108,976.130434782609
42.10666481793,22.0530945185364,1005.88059701493
42.7199782393567,21.1988427590429,1043.59701492537
43.3245524337404,20.3456889524585,1020.70149253731
43.9204249671215,19.4937628723774,1178.98461538462
44.508442782957,18.6431225754076,1226.20895522388
45.0890191076919,17.7937697690963,1046.24615384615
45.662638884757,16.9457932459027,1041.06060606061
46.2296846047461,16.0992356945092,963.769230769231
46.7906377959955,15.2540578413281,992.121212121212
47.3460892698684,14.4110912618908,916.225806451613
49.5152309917648,11.0531704828793,755.893617021277
50.0467699733536,10.2168454086361,562.55737704918
50.5747777471414,9.38170793353492,368.166666666667
109.121178557631,27.9242363366202,661.8
110.219391013899,27.189244802677,505.097222222222
110.893735590655,26.3340316940578,582.661764705882
111.557213336441,25.4776796513945,520.352941176471
112.20996085504,24.6210236653132,484.314285714286
112.852183052129,23.7645042830153,211.086956521739
113.48426924849,22.908432278108,50.1904761904762
114.106670236607,22.0530945185364,62.85
114.719993903318,21.1988427590429,0
120.44038661623,12.729442339173,301.294117647059
120.979944239904,11.8906601043759,101.555555555556
121.515239825537,11.0531704828793,182.857142857143
122.046778807125,10.2168454086361,221.625
122.574793411102,9.38170793353492,334.588235294118
123.621834090109,7.71445107317199,332.210526315789
124.141543184055,6.88216136006785,318.233333333333
124.659080277845,6.05073438523324,496.48275862069
127.226712311393,1.9026238985011,379.833333333333
127.73843008401,1.07412387316926,305.071428571429
128.250284460411,0.245820962827992,205.181818181818
128.762548648162,-0.582423677461916,67.8
133.445408305393,-8.04841146509247,0
133.979747664541,-8.8808911428329,0
134.5181168353,-9.71415970742247,0
135.060898308262,-10.5483802296276,0
135.608447253266,-11.3835134358606,6.6
136.160804651445,-12.2207546092262,20.462962962963
136.71870816323,-13.0589443251127,8.78048780487805
137.283373562293,-13.89829090429,13.9
137.854336395771,-14.7386142005185,1
138.431979154257,-15.5799944685211,0
139.01672530948,-16.4223548686696,12.5185185185185
139.608930031277,-17.2656680802073,18.5283018867925
140.209085093268,-18.1098794616209,23.203125
140.817463703019,-18.9552536827407,87.3076923076923
141.434666917178,-19.8013109227775,164.772727272727
142.061268471635,-20.647880427002,201.926470588235
142.697445951309,-21.4948051010633,219.151515151515
143.343568186413,-22.3418612562662,233.897058823529
144.000004007165,-23.1887210435305,226.19696969697
144.667053941887,-24.0348551231954,255.333333333333
145.3447043302,-24.8795224197361,320.521739130435
145.784035757994,-26.0331174648892,325.573529411765
146.219378355312,-27.189244802677,248.694444444444
146.246453225182,-28.2348784627142,174.31884057971
146.274484321536,-29.2783811037305,139.142857142857
146.3035809274,-30.3190082351061,165.808219178082
146.333688401262,-31.356373951153,288.361111111111
146.364834063877,-32.3902972518583,279.808219178082
146.397113537894,-33.4206381183439,249.189189189189
146.430841012016,-34.4472906826777,178.786666666667
146.465893542836,-35.470309586373,151.626666666667
146.501929620897,-36.4895138294169,344.826666666667
146.539386378306,-37.5051663740924,563.243243243243
146.578304796197,-38.5173799185208,112.34693877551
146.618835138731,-39.5262295947829,87.6666666666667
146.661032047424,-40.531780289676,74.8181818181818
146.705059446814,-41.5342403239696,494.898734177215
146.751805261493,-42.5330769429085,471.095238095238
146.800695755572,-43.529085863531,248.387096774194
253.121182564796,27.9242363366202,2080.81428571429
254.219395021064,27.189244802677,1743.72222222222
254.893753258198,26.3340316940578,1784.80882352941
255.557210513417,25.4776796513945,1746.76470588235
256.209958032016,24.6210236653132,1863.25714285714
256.852187059294,23.7645042830153,2124.60869565217
257.484280085844,22.908432278108,2144.55072463768
258.106674243772,22.0530945185364,2130.29850746269
258.719997910483,21.1988427590429,2042.9552238806
259.324578935055,20.3456889524585,2077.97014925373
259.920444638247,19.4937628723774,2194.53846153846
260.508441963515,18.6431225754076,1607.41791044776
261.089035363723,17.7937697690963,1290.56923076923
261.662661970978,16.9457932459027,1060.60655737705
262.229704275872,16.0992356945092,612.264705882353
289.344708337366,-24.8795224197361,1638.66666666667
289.784053425537,-26.0331174648892,1128.69230769231
290.219382362477,-27.189244802677,2172.875
290.246484553104,-28.2348784627142,3009.39130434783
290.274488328701,-29.2783811037305,3603.8
290.303584934565,-30.3190082351061,3437.47945205479
290.333692408427,-31.356373951153,3078.31944444444
290.364838071042,-32.3902972518583,3045.09589041096
290.397131205438,-33.4206381183439,2725.45945945946
290.430845019181,-34.4472906826777,2603.98666666667
290.465897550002,-35.470309586373,2008.69333333333
290.501933628062,-36.4895138294169,1752.96
290.539417706228,-37.5051663740924,1062.18918918919
290.57832246374,-38.5173799185208,739.692307692308
290.618839145896,-39.5262295947829,765.864197530864
290.661049714967,-40.531780289676,1023.37037037037
290.705063453979,-41.5342403239696,1103.94117647059
290.751809268658,-42.5330769429085,1089.19047619048
290.800713423115,-43.529085863531,777.073170731707
290.850491841787,-44.5216113876768,674.72619047619
290.902619845532,-45.5116029116406,492.0625
290.957070113595,-46.4991048316518,428.865853658537
291.014197815813,-47.4844176760341,596.337209302326
291.074084914456,-48.4675516900712,503.225806451613
291.136977296334,-49.4488313077485,191.522222222222
291.202984244473,-50.4283453215255,174.631578947368
291.272488249467,-51.4063669389688,82.6279069767442
291.345625915099,-52.3829303110243,84.7450980392157
291.422834373477,-53.3583325509209,126.724637681159
291.504386832167,-54.332693186969,309.852631578947
291.590720423276,-55.3062307852222,245.446153846154
291.682162995884,-56.2790956098422,28.25
291.779288285882,-57.2514823212202,0
37.1349530456048,28.9644485340037,941.056338028169
38.246453634903,28.2348784627142,937.507246376812
39.3337412035936,27.4870051919964,990.333333333333
40.0060503839763,26.6253085263076,1112.8
40.6675815258487,25.7625770869595,1111.65714285714
41.3184951386564,24.8995656098555,963.608695652174
41.9589858827906,24.0367487931428,956.217391304348
42.5894908903582,23.1744664387327,971.560606060606
43.210481444412,22.3130754240092,939.470588235294
43.8224629789505,21.4526713716208,926.558823529412
44.4258589657024,20.5934335740332,820.727272727273
45.0206967254242,19.7354576538948,854.925373134328
45.6078163713839,18.8787487338474,856.181818181818
46.1876686960668,18.0234365874852,810.212121212121
46.7607523032821,17.1695621959434,836.734375
47.3274018722993,16.3171187290327,949.246153846154
47.8884199503458,15.4667926207646,1086.93650793651
48.4437997072324,14.6179298805263,967.932203389831
48.9941661052683,13.7705527064324,238.222222222222
50.0785713341291,12.0801227217629,407.333333333333
50.6145328632055,11.2368701281541,561.037735849057
51.146946109008,10.394897341241,253.481481481481
109.134961879376,28.9644485340037,703.985915492958
110.246465883769,28.2348784627142,413.507246376812
111.333750037365,27.4870051919964,434.942028985507
112.006059217748,26.6253085263076,273.357142857143
112.66759035962,25.7625770869595,394.9
113.318500557333,24.8995656098555,436.028985507246
113.958994716562,24.0367487931428,290.794117647059
114.589503139224,23.1744664387327,148.428571428571
115.210483447995,22.3130754240092,126.357142857143
119.888425369023,15.4667926207646,305.16
120.443815371193,14.6179298805263,178.689655172414
120.994178354135,13.7705527064324,233.028571428571
121.538517110228,12.9246628060303,367.846153846154
122.614545112072,11.2368701281541,208.742857142857
123.146958357874,10.394897341241,232.967741935484
123.676011150605,9.5540677572402,280.25
124.202195263885,8.71427038557773,341.954545454545
124.725715603388,7.87546339134493,631.59649122807
125.247077603113,7.03761646557734,312.211538461538
125.766431527223,6.20061306817224,455.521739130435
128.346357901276,2.025166243391,263
129.892179974612,-0.475799835484668,128.2
130.408965747594,-1.30931951624794,122.285714285714
130.927117558409,-2.14287537566947,157.666666666667
134.081503822796,-7.15072269068546,1.75
134.61785125756,-7.98722065409197,0
135.158255824692,-8.82436791235646,0
135.702949750622,-9.66232198671666,0
136.25235650708,-10.5010495800004,0
136.806421452551,-11.341744267765,4.14285714285714
137.365991530493,-12.1832560169092,7.38461538461539
137.931421910744,-13.0257103321587,0
138.503778102812,-13.8690465955849,0
139.082718597241,-14.7133203024747,0
139.66865320538,-15.5584179009331,1
140.262019059336,-16.4043453673756,3.2
140.863103027053,-17.2510207395323,8.4
141.472314919883,-18.0987343004428,59.2794117647059
142.090187492581,-18.9469806161085,186.151515151515
142.717171537632,-19.7956077148205,263.846153846154
143.353690526763,-20.644465332417,283.621212121212
144.000004007165,-21.4933178273716,289.106060606061
144.656453488295,-22.3418612562662,250.073529411765
145.323325838098,-23.1895440813255,284.863636363636
146.000593735818,-24.0356610855175,351.970149253731
146.449282522775,-25.1832199509915,438.808823529412
146.893736592446,-26.3340316940578,393.75
147.333751039157,-27.4870051919964,259.333333333333
147.374937079852,-28.5356560880995,165.882352941176
147.417639422543,-29.5821981632964,139.833333333333
147.461912708743,-30.625960351501,167.277777777778
147.507756938452,-31.666519180985,219.41095890411
147.555267734318,-32.7036731611677,291.583333333333
147.604636341639,-33.7372481222253,314.973333333333
147.655958383063,-34.7672850452928,291.486842105263
147.709288500102,-35.7937429492352,458.467532467532
147.764312504056,-36.8164510793233,808.197368421053
147.821481187409,-37.8357167940697,262.557692307692
147.88097213508,-38.8515571689474,5
147.942949271608,-39.864081486983,32.125
148.007467238508,-40.8733751255412,239.411764705882
148.075577884912,-41.8791512166769,369.961538461538
148.146557210766,-42.8818912887264,185.413793103448
253.134952226163,28.9644485340037,2052.9014084507
254.246469890934,28.2348784627142,1486.53623188406
255.33375404453,27.4870051919964,1445.86956521739
256.006063224913,26.6253085263076,1328.81428571429
256.667580706407,25.7625770869595,1281.9
257.318497734309,24.8995656098555,1576.11594202899
257.959005553916,24.0367487931428,1960.13043478261
258.589486655822,23.1744664387327,2065.4696969697
259.21048745516,22.3130754240092,1859.95588235294
259.822472404793,21.4526713716208,1759.54411764706
260.425878636828,20.5934335740332,2055.62121212121
261.020706151266,19.7354576538948,2482.19402985075
261.607829212321,18.8787487338474,1977.69696969697
262.187684952098,18.0234365874852,1713.74242424242
262.760765144219,17.1695621959434,1867.09375
263.327397637763,16.3171187290327,1376.31034482759
289.323343505642,-23.1895440813255,836.625
290.000597742984,-24.0356610855175,1348.94642857143
290.44928652994,-25.1832199509915,2477.47058823529
290.893740599611,-26.3340316940578,3492.94117647059
291.333741385943,-27.4870051919964,4433.40579710145
291.374941087017,-28.5356560880995,3342.01470588235
291.417643429708,-29.5821981632964,2185.11111111111
291.461930376286,-30.625960351501,1481.98611111111
291.507774605995,-31.666519180985,1368.87671232877
291.555285401862,-32.7036731611677,989.777777777778
291.604654009183,-33.7372481222253,902.986666666667
291.655962390228,-34.7672850452928,972.631578947368
291.709292507267,-35.7937429492352,1195.90909090909
291.764316511221,-36.8164510793233,897.842105263158
291.821498854952,-37.8357167940697,515.207792207792
291.880976142245,-38.8515571689474,457.571428571429
291.942939618395,-39.864081486983,696.95
292.007471245673,-40.8733751255412,912.719512195122
292.075581892077,-41.8791512166769,1097.91764705882
292.146561217931,-42.8818912887264,684.141176470588
292.220900996858,-43.8817934171759,362.068181818182
292.297180549509,-44.8783282623645,406.710843373494
292.377066442041,-45.8723495979385,379.033333333333
292.460613315969,-46.8639530465464,226.728571428571
292.548340265668,-47.8533298534848,181.568181818182
292.64024729114,-48.8406200376318,147.092592592593
292.736853486761,-49.8261138820271,76.4210526315789
292.83832277707,-50.8098626130895,0
292.945338180986,-51.7920779666832,0
293.057954340021,-52.7728828862132,0
293.17696355612,-53.7525095981115,114.590909090909
293.302802961388,-54.7310878759721,265.101449275362
293.43610093323,-55.7088397009432,30.4285714285714
37.1492827824835,30.0017288726861,907.298701298701
38.274474485973,29.2783811037305,808.785714285714
39.374934074478,28.5356560880995,877.882352941176
40.4503132083506,27.7748976655124,949.838235294118
41.120419652726,26.9068096503078,1044.47887323944
41.7798368510503,26.0377158897479,932.385714285714
42.4287765391878,25.1684582046479,851.89552238806
43.0674128869623,24.2994412837161,979.705882352941
43.6962035170483,23.4310424949042,964.521739130435
44.3155889766471,22.5635128476642,959.275362318841
44.9261430016492,21.6970589552185,858.469696969697
45.5282480826479,20.8318071760667,699.015151515152
46.1219247102108,19.9677797083236,641.787878787879
46.7080812994975,19.1051490142658,670.439393939394
47.2871481524258,18.2439629052174,641.415384615385
47.8596033822375,17.3842401641988,756.515625
48.4260104795391,16.5265408667217,961.91935483871
48.9867314443567,15.6703664089769,967.9375
49.5420189936896,14.8157594796465,870.5
51.1775487715842,12.2607479281375,353.777777777778
51.7141591686317,11.4118962869566,368.142857142857
109.149291616255,30.0017288726861,1024.90909090909
110.274483319745,29.2783811037305,615.4
111.37494290825,28.5356560880995,314.676470588235
112.450322042122,27.7748976655124,191.470588235294
113.120431901592,26.9068096503078,168.30985915493
113.779845684822,26.0377158897479,544.614285714286
114.428781957865,25.1684582046479,408.805970149254
115.067431966018,24.2994412837161,326.294117647059
115.696219181009,23.4310424949042,232.015873015873
116.315594395324,22.5635128476642,74.9166666666667
120.426015898216,16.5265408667217,604.275
120.986747108318,15.6703664089769,335.096774193548
121.542027827461,14.8157594796465,200.073170731707
122.092459112294,13.9626090881567,118.545454545455
122.637057415576,13.1109912203619,76.8
123.177557605356,12.2607479281375,113.6
123.714164587309,11.4118962869566,85
124.24741111619,10.5642749335999,162.166666666667
124.777447456161,9.71777714636164,158.461538461538
125.304833682735,8.87237475071154,468.74358974359
125.829788361964,8.02806006268677,328.224137931034
126.352775946711,7.18469562473028,416.379310344828
131.542544923384,-1.21544646351234,147.242424242424
132.06472654581,-2.05412411103774,66.0416666666667
132.588752319311,-2.89285789418038,181.777777777778
133.115004734483,-3.73190437192095,175.870967741935
134.710236396274,-6.2509084467861,20.16
135.248537265141,-7.0915335519986,2
135.7906903607,-7.93264915017086,0
136.337160135814,-8.77443496065544,0
136.888247118808,-9.6168517098646,0
137.44386934741,-10.4611100488287,0
138.004901085835,-11.3060275010477,0
138.571697503919,-12.1517551844571,0
139.144709394148,-12.9981727169725,0
139.724729058466,-13.8454346316242,0
140.311701855358,-14.6933846878347,0
140.905928313149,-15.5420203242831,2.75
141.507872884703,-16.3912706777569,17.8604651162791
142.11768583418,-17.2414260312957,68.6515151515152
142.736036520119,-18.0919826584482,198.818181818182
143.36334841425,-18.9427851724108,427.328358208955
144.000004007165,-19.7936884316637,664.833333333333
144.646331147945,-20.644465332417,499.80303030303
145.3025757234,-21.4948051010633,334.136363636364
145.969079242988,-22.3441749828476,306.776119402985
146.645773404818,-23.1918663456433,354.865671641791
147.103696607532,-24.3329501917842,463.911764705882
147.557207508043,-25.4776796513945,559.647058823529
148.006046559161,-26.6253085263076,391.214285714286
148.450323043914,-27.7748976655124,238.279411764706
148.506057387541,-28.8263147882294,171.625
148.563799806784,-29.875698222121,161.028571428571
148.623755207319,-30.9223154293987,243.057142857143
148.685841626874,-31.9657839194691,344.810810810811
148.750222989991,-33.0058885413732,459.038461538462
148.817035900452,-34.042506351706,503.4
148.886526245067,-35.0756202749947,633.733333333333
148.958748665351,-36.1052098206716,952.558441558442
149.033307010331,-37.1311622906154,537.53164556962
149.110897959302,-38.1536620999338,135.214285714286
253.14929562342,30.0017288726861,1612.5974025974
254.274500987288,29.2783811037305,1459.94285714286
255.374953745604,28.5356560880995,1364.01470588235
256.450326049287,27.7748976655124,1343.30882352941
257.120422248379,26.9068096503078,1249.45070422535
257.779863352365,26.0377158897479,1246.02857142857
258.42878596503,25.1684582046479,1713.37313432836
259.067435973183,24.2994412837161,1967.05882352941
259.696223188174,23.4310424949042,1778.86956521739
260.315612062868,22.5635128476642,1114.4347826087
260.926149012397,21.6970589552185,680.181818181818
261.528271168868,20.8318071760667,1029.07575757576
262.121923890769,19.9677797083236,1784.5
262.70809072534,19.1051490142658,2010.83333333333
263.287154163173,18.2439629052174,1048.23076923077
263.859605977891,17.3842401641988,1177.015625
264.426019905381,16.5265408667217,823.293103448276
278.710240403439,-6.2509084467861,40.75
279.248541272306,-7.0915335519986,0
279.790694367865,-7.93264915017086,0
280.337191463736,-8.77443496065544,0
282.571701511084,-12.1517551844571,482.454545454545
283.724746726009,-13.8454346316242,659.230769230769
284.311705862523,-14.6933846878347,639.058823529412
289.302579730565,-21.4948051010633,793.25
289.969096910531,-22.3441749828476,1320.475
290.645777411983,-23.1918663456433,1827.76119402985
291.103700614697,-24.3329501917842,2960.25
291.557225175586,-25.4776796513945,4190.94117647059
292.006050566326,-26.6253085263076,4172.82857142857
292.450340711457,-27.7748976655124,2546.30882352941
292.506075055084,-28.8263147882294,1965.95833333333
292.563803813949,-29.875698222121,1148.3
292.623772874862,-30.9223154293987,913.028571428571
292.685845634039,-31.9657839194691,611.094594594595
292.750240657534,-33.0058885413732,544.102564102564
292.817039907617,-34.042506351706,478.12
292.886543912611,-35.0756202749947,426.653333333333
292.958752672516,-36.1052098206716,418.103896103896
293.033311017496,-37.1311622906154,345.582278481013
293.110901966467,-38.1536620999338,301.063291139241
293.19168944397,-39.1727775505185,263.139240506329
293.275837374545,-40.1886315857745,304.320512820513
293.364110739378,-41.2009066019054,720.734939759036
293.456290972416,-42.2101285234773,507.392857142857
293.552514677444,-43.2162939353957,185.459770114943
293.653164345053,-44.2197067810785,285.282352941176
293.756983220437,-45.2197796642572,248.837837837838
293.86574715278,-46.2173697736726,0
293.97964738738,-47.2124941847976,120.780487804878
294.099203018611,-48.2054739165232,87.8484848484848
294.224496008746,-49.1964080065924,0
294.356291338971,-50.1855081908694,0
294.494916858365,-51.1728052052056,0
294.795171974279,-53.1428947241203,0
294.958058325606,-54.125991172117,115.8
295.13034301723,-55.1079913747518,211.909090909091
37.1641042929824,31.0356521733913,702.694444444444
38.3035745069319,30.3190082351061,641.958904109589
39.4176261718851,29.5821981632964,720.291666666667
40.5060509670725,28.8263147882294,828.527777777778
41.5687361943727,28.05279927982,854.013698630137
42.2364828083898,27.1783848018967,941.055555555556
42.8936528744772,26.3030687390029,830.085714285714
43.5404615435936,25.4275989968527,794.275362318841
44.1770761553739,24.5523990471748,901.884057971014
44.8040123891002,23.6778855315085,906.373134328358
45.4216903014065,22.8043162894949,765.985507246377
46.0306904583723,21.931860368316,722.373134328358
46.631388520402,21.0605877774108,578.5
47.2238493742927,20.1906795167924,500.409090909091
47.8089506993527,19.3222073034469,498.462686567164
48.3871330427834,18.4551984581311,503.907692307692
48.9590555178399,17.5901208488032,613.421875
49.5249264452917,16.7266329660045,851.671875
50.0853127308399,15.8647535927554,822.9375
50.640426110349,15.0044178422587,750.838709677419
109.164113126754,31.0356521733913,966.319444444444
110.303586755798,30.3190082351061,1083.6301369863
111.417638420751,29.5821981632964,285.347222222222
112.50605638575,28.8263147882294,75.2638888888889
113.568745028144,28.05279927982,162.931506849315
114.236491642162,27.1783848018967,277.569444444444
114.893671953533,26.3030687390029,291.9
115.540463547176,25.4275989968527,377.63768115942
116.177091819335,24.5523990471748,355.782608695652
116.804021222872,23.6778855315085,258
117.421702550273,22.8043162894949,13
118.030695877049,21.931860368316,0
120.387138461461,18.4551984581311,356.769230769231
120.959071181801,17.5901208488032,658.888888888889
121.524938694158,16.7266329660045,634.234375
122.085314734422,15.8647535927554,528.909090909091
122.640445189404,15.0044178422587,20.75
123.190890134616,14.1455813182849,113.230769230769
123.735707003951,13.2883148840465,139.56
124.276630665459,12.4325109640641,94.7826086956522
124.813825043681,11.5780560064428,174.1
125.347822893371,10.7247818177742,160.615384615385
125.878856440961,9.8727276716462,236.411764705882
126.407444780828,9.02185856333915,294
132.676096778418,-1.12926729871165,624.559322033898
133.202362853967,-1.97289544600313,197.265306122449
133.730637005132,-2.81670747479367,176.294117647059
134.261438326291,-3.66062152953494,395.651162790698
134.794958062739,-4.50478168452974,194.769230769231
135.331715308854,-5.34918900699513,1.5
135.871860328796,-6.19403132713329,0
136.415734632026,-7.03922326757958,0
136.963720709136,-7.88493174108186,0
137.516296673369,-8.73113839150673,1.83333333333333
138.073353241697,-9.57905685809233,0
138.635669055685,-10.4274944190548,0
139.203667587064,-11.2765885319513,0
139.777731326425,-12.1262418665861,0
140.358283745498,-12.9765782201379,0
141.541012962555,-14.678943960382,17.0322580645161
142.143531269999,-15.5308837008414,32.3833333333333
142.753876974231,-16.3836072055081,72.7741935483871
143.372528188494,-17.2365953800052,195.10447761194
144.000004007165,-18.0897030828127,439.397058823529
144.636673260459,-18.9427851724108,630.507462686567
145.282850137077,-19.7956077148205,555.523076923077
145.938753203073,-20.647880427002,348.294117647059
146.604682986771,-21.4990620164636,257.409090909091
147.280625827792,-22.3484728793828,276.846153846154
147.747482917941,-23.4827760552252,315.059701492537
148.209955026643,-24.6210236653132,446.314285714286
148.667591361412,-25.7625770869595,476.157142857143
149.120432903384,-26.9068096503078,327.478873239437
149.568752860125,-28.05279927982,241.369863013699
149.639417997278,-29.1067521102664,197.710144927536
149.712678606315,-30.1586797896238,287.881578947368
149.788698611778,-31.2079129593536,454.534246575342
149.867423372151,-32.2540657137678,507
149.949126095003,-33.2968887509616,663.166666666667
150.033929723738,-34.3362488822462,551.194805194805
150.122093805544,-35.3721597679999,493.931034482759
150.213672981936,-36.4046214082228,453.157894736842
150.308503328372,-37.4334254821452,185.473684210526
253.164130794298,31.0356521733913,1284.29166666667
254.303570272396,30.3190082351061,1381.2602739726
255.417628767538,29.5821981632964,1234.15277777778
256.506060392915,28.8263147882294,1195.36111111111
257.568755865499,28.05279927982,1279.6301369863
258.236502479516,27.1783848018967,1015.83333333333
258.893675960698,26.3030687390029,1026.51428571429
259.540467554341,25.4275989968527,1395.65217391304
260.1770958265,24.5523990471748,1312.23188405797
260.804025230037,23.6778855315085,918.238805970149
261.421720217816,22.8043162894949,257.573529411765
262.030699884215,21.931860368316,52.4313725490196
262.631401361339,21.0605877774108,136.1
263.223851969946,20.1906795167924,756.567567567568
263.808953295006,19.3222073034469,427.710526315789
264.387142468626,18.4551984581311,101
264.959075188966,17.5901208488032,165.078125
265.524942701323,16.7266329660045,384.561403508772
266.085318741588,15.8647535927554,470.84
266.640421875813,15.0044178422587,96.125
278.794962069904,-4.50478168452974,274.869565217391
279.331732976397,-5.34918900699513,111.31914893617
279.871864335962,-6.19403132713329,291.549019607843
280.415738639191,-7.03922326757958,785.285714285714
280.963711055923,-7.88493174108186,1291.58333333333
281.516300680534,-8.73113839150673,1807.95
282.073343588483,-9.57905685809233,2418.27083333333
282.635686723229,-10.4274944190548,2543.46296296296
283.203685254607,-11.2765885319513,2740.22413793103
